NAME	delta	alpha	gamma	ductal	acinar	beta	PSC	endothelial	mast
EPRS	41.5627654763966	46.9937981067883	1	27.7565024923592	2.14501511403773	966.750765632098	7.25728986582262	1	1
EPS15	1	1	13.6722168627836	1	380.161907460608	16.3742588306442	40.7611548951674	1	1
EPS15L1	1	213.011080961169	45.1369146053964	1	1	1	1	1	1
EPS8L2	24.5659039198256	168.109779549909	1	476.270471697858	2.83460753447487	1	1	1	1
ERAL1	41.8764750258732	1	70.4047697693823	1	1	1	1	1	1
ERBB2	1.92839501179648	1	1	170.971852939914	256.322945462552	1	13.6722168627836	1	1
ERBB2IP	1	1	12.2840867359573	1	81.5166874795063	1	333.638562937428	1	1
ERCC3	1	1	1	1	314.36653679009	154.849225174533	1	1	1
ERCC_15000.mix1_15000.mix2	1	1	1	36.8095495483691	1	1	1	1	28285.0444056612
ERGIC2	36.8322271132352	1	1	27.7565024923592	1	406.124566563314	1	1	1
ERGIC3	256.322945462552	1	117.476602169227	676.311985662568	29.7506655215627	1	1	1	1
ERLEC1	365.157744170335	1111.53635497931	1	27.7565024923592	5.35801054179812	1	251.536637842065	170.586646244555	1
ERMARD	342.298946699618	1	62.7290253619473	27.7565024923592	1	1	1	1	277.355337495245
ERO1LB	408.092114757844	26.9411684976944	427.851884887553	1	1447.23643041604	1920.47621411552	1	1	1
ERP29	403.0504219469	310.388835696267	769.319915724245	44.8206494897175	28.8283668097774	1	1187.77832010941	1	1
ERP44	1	1	47.6653620253396	1	399.243792561244	37.4518299889154	1	1	1
ESD	468.316528334606	3.98971630068269	1	1	293.081196604753	1	31.2803342477458	486.777804552621	1
ESF1	1	1	1	116.268799900911	1	1	37.6938307077502	1	1
ESRP2	2.88516334895127	1	1	1	176.720119752772	1	1	1	1
ESYT1	2.93876896010994	1	244.190490102949	1	134.792059501243	513.635274255214	1	932.558532833123	1
ETFA	115.325513150614	1	1	1	42.5773664027724	430.979383577024	35.6796327846774	1	1
ETFB	355.663110069668	491.157049027354	597.517592623644	1	471.811148509026	1	1	1	1
ETFDH	41.5627654763966	1	1	1	1	565.510827831922	1	1	1
ETNK1	26.012635173235	13.3793061056723	966.750765632098	1	321.225386050286	743.165076537837	1	836.7076436756	1
ETV1	2.06668270487119	27.1979894522055	682.885792834374	1	1	1	1	1	1
ETV5	1	1	1	1	1	1	67.6233577713485	175.677697127703	1
ETV7	1	1	1	700.021738873629	32.0753566219517	1	1	1	1
EVA1A	280.720715672556	1	37.069290925921	1	10.6924027233273	1	1	1	1
EVL	1	1	1	41.3626172641749	3.84638052871252	1	1	85.6440272931801	403.391585702004
EXOC3	1	1	1	325.269389758432	31.1783750884905	1	29.7174184135053	1	1
EXOC4	1	1	1	141.492346586633	2.14501511403773	1	1	1	1
EXOSC10	277.355337495245	1	153.877194228069	1	1	1	1	1	1
EXOSC6	2.98859548155719	3.84638052871252	25.5265088014397	1	2.82073783058041	29.1951482334194	1	176.171002225773	1
EXOSC8	1	1	357.278695279735	1	1	12.8440892905643	1	1	454.845818025644
EXOSC9	1.6696433958302	1	42.3800855077632	1	1	1	1	1	1
EXTL2	1	1	1	1	1	72.5823854431759	251.536637842065	1	1
EYA3	1	657.349947341707	37.4518299889154	1	1	45.1369146053964	80.2766317705715	84.7917966193122	1
EZR	31.0810053147721	31.6716036337106	1813.73382464708	5727.99365993675	687.564618826379	1	1	1	1
F11R	2.07956092476531	1	826.806658795982	41.3626172641749	16.2293827209802	1	1	1	1
F2RL3	1	1	1	1	1	1	1	1625.2920746663	920.501550819588
FAAH	5.40026815236344	31.0810053147721	1	1	6.36816306861027	1	1	1	475.994637622371
FADS1	6.0719303069563	386.705950345431	65.8752198613896	1	1	1	1	1	709.573413974776
FADS2	1	1	1	1	1	1	476.626250322651	1	118.576290375744
FADS3	10.035371689736	1	1	1	1	1	1111.53635497931	1	1
FAHD1	1	1	1	81.6247355140697	15.9808288955886	1	1	370.57029378576	1
FAM102A	554.229613681294	294.462283699937	1	1	982.355565462711	1	1	1	1
FAM104A	526.635907944977	30.0688636561728	142.259606249334	27.7565024923592	41.7621119869275	12.8440892905643	1	1	1
FAM105A	1	28.3488473290901	1	1	1	294.143094920361	1	1	1
FAM107B	1	1	1	1	293.081196604753	1	35.6796327846774	386.935213406679	1
FAM109A	1	1	1	1	7.4902757744844	1	84.253685708593	1	1
FAM110A	5.69004314536108	1	1	1	1	1	1	1	204.76435398502
FAM111A	1	1	1	1	141.492346586633	1	40.1300439501802	1	1
FAM114A2	1	1	277.744483850812	1	1	1	117.261232095392	1	1
FAM120A	44.2755636804153	1	1	309.44623210013	237.694542114985	1	308.551652761678	1	1
FAM120B	2.13348763788494	1	1	1	26.2256098778256	1	31.0326720716642	326.042285248761	1
FAM122B	1	1	1	1	128.491879303173	22.5966196061289	161.072946601707	1	1
FAM127A	146.98133851368	1	30.4537143394185	1	13.6722168627836	555.675478014611	335.830901952488	1	1
FAM127C	244.190490102949	5.69004314536108	1	1	1	1	1	1	1
FAM134C	433.391618552672	325.600360751219	1	1	2.02621242813493	1	1	1	1
FAM136A	1	1	74.6227225214853	1	118.576290375744	24.5659039198256	1	1	1
FAM159B	344.596457058758	1	436.624838392728	1	1	1	1	1	1
FAM160B1	1	1	1	1	11.8079914014723	1	1	115.146056973147	1
FAM162A	30.1875515225993	1	31.6881494995057	27.7565024923592	576.64326033683	1	1	1	1
FAM169A	1	1	1	1249.61002638035	2.01205092861927	1	1	1	1
FAM172A	12.7549109423651	1	1	1	1	1	1	291.961303761483	1
FAM173B	2.98859548155719	1	1	27.7565024923592	1	198.739952983651	1	1	1
FAM174A	29.5968553554094	1	1	1	1	522.166737672825	1	1	1
FAM174B	88.8641893091881	526.635907944977	225.852438445892	1	1	1	1	1	1
FAM178A	2.1217325972441	10.4307312530311	1	62.1722431911048	1.6696433958302	1	1	79.9668532742834	523.641987036373
FAM188A	11.0989420150932	1	256.885274275368	1	1	1	1	1	1
FAM192A	2.88516334895127	1	1	1	225.931368112088	30.2334060325089	44.6491924679706	1	1
FAM195B	414.856511118275	1	1	123.660982085853	1	32.2131505562984	256.322945462552	1	1
FAM200B	381.807509639859	14.6044003680757	1	1	1	25.6125070052356	1	1	1
FAM204A	47.2352494805324	72.7622496185471	1	1	205.039410811209	25.6125070052356	1	1	1
FAM208A	1	1	1	1	40.9160323040027	1	1	1	136.135043598677
FAM213A	40.4028416242975	432.216172448794	142.259606249334	1	45.1369146053964	1	32.3786523419705	1845.24014514375	1
FAM214A	1	37.4980973150142	1	1	339.236392690281	1	74.5607826984882	1	1
FAM214B	2.98859548155719	1	1	141.492346586633	1	1	1	1	1
FAM32A	158.708523474531	1	70.4047697693823	1	188.472004082795	1	1	1	1
FAM3A	1	670.372639463755	212.103278049274	1	2.1217325972441	1	1	1	1
FAM3B	6.42199946682282	1	1	1	81.5166874795063	1	1	1	1
FAM46A	2.06668270487119	1	41.5627654763966	1	45.523150011356	506.8414631484	1	1	1
FAM46C	1	74.6507111230795	45.5602561312417	1	1	1	1	1	1
FAM60A	1	3.84638052871252	1	1	1	25.4533306504192	1	1	354.391696980035
FAM63A	1.29412880243573	1	62.7290253619473	1	2.98859548155719	1	1	1	1
FAM65A	1	72.7622496185471	1	1	1	1	187.853853499935	1	1
FAM73A	115.325513150614	25.0911319775695	1	1	1	1	1	1	1
FAM76A	653.800742394927	44.9684065600631	37.8326923366447	1	1	1	1	1	1
FAM86A	1	1	15.4667047046232	1	1	1	1	1	271.747681620511
FAR1	13.079658025263	45.1563351722128	1	1	200.371347321328	1	1	1	1
FARP1	1	1	1	1	304.326403303291	1	44.1565816468325	1	1
FARSA	1	1	392.800505025455	1	6.36816306861027	128.535110777059	1	1	1
FBLIM1	42.6451165526525	1	1	356.27686825849	31.1783750884905	1	670.372639463755	1	1
FBLN1	1	1	1	27.7565024923592	1	1	629.743804617502	1	1
FBRSL1	3.84638052871252	1	1	1	1	1	467.381138220798	1	1
FBXL12	1	1	1	1	32.0753566219517	1	443.078617559835	1	1
FBXL15	36.8322271132352	1	36.3332873106394	1	5.64844848335004	1	1	1	467.381138220798
FBXL2	1	1	153.877194228069	27.7565024923592	1	1	1	1	1
FBXL20	1	1	1	800.166427884888	1	29.9858235187059	11.8563221762774	1	1
FBXL4	318.703048492632	1	1	1	1	1	14.5393263886115	1	1
FBXL5	709.573413974776	445.987554596975	1	1	25.2018101086914	1	1	1	1
FBXO11	25.6125070052356	560.435093631509	11.461094137156	1	3.0022539234545	1	15.9808288955886	1	286.664050083811
FBXO21	6.42199946682282	1	1	470.474118512896	1	41.830524388837	1	1	1
FBXO25	24.1926269717024	1	1	1	77.3611827089443	1	1	1	1
FBXO28	1	31.2803342477458	1	70.5104354015836	27.1649354117453	1	1	1	299.88689624072
FBXO3	294.462283699937	3.84638052871252	1	1	1	44.8206494897175	1	392.800505025455	1
FBXO31	1	1	1	1	1	1	5.41017599187318	1	370.321091510101
FBXO44	291.961303761483	29.228482324637	67.7729861856929	1	1	9.80490011639021	161.072946601707	1	1
FBXO7	12.439529572962	1	495.118465619642	1477.13721827258	4.09386678904913	24.5659039198256	387.760972169277	1	1
FBXW11	1	3.84638052871252	1	1	1	1	1	432.803496453326	410.260366703506
FCGRT	1	1	1	1	45.523150011356	1	395.674959268116	1	1
FCHSD2	1	145.530770255827	1	27.7565024923592	1	1	1	406.124566563314	1
FDFT1	1	88.6329213142472	1760.33152701598	1	370.917874359465	548.284341467594	1	1	1
FDPS	12.1900789566587	26.2703760849542	702.720604144528	1	2.11657080860349	47.1973350041364	816.508811048509	1	1
FDX1L	1	10.035371689736	1	1	1	27.1649354117453	715.326908410661	1	1
FEM1A	3.98971630068269	1	1	1	1	11.461094137156	1	83.6839125465067	364.671223599576
FEN1	1	1	5.28585176096819	1	1	161.68401403491	1	1	1
FER	1	11.5863941062244	1	1	1	1	1	1	307.736964320744
FERMT2	1	1	1	1	1	1	15.721987413114	712.115529206694	1
FEZ2	1	1	16.0892455777331	255.786232742297	1	1	2.88516334895127	302.074845163161	1
FGF12	29.3551523846005	24.1691199625152	467.381138220798	1	7.08342262315415	161.68401403491	1	1	1
FGFR1	342.298946699618	1	6.0719303069563	70.5104354015836	2.98859548155719	1	491.931411222114	1	1
FGFR1OP	1	176.720119752772	1	1	1.6696433958302	1	1	1	1
FGFR1OP2	1	1	32.3786523419705	1	1	1	129.208833734217	469.525242754482	1
FGFRL1	1	1	1	1	6.69864306416378	1	1	341.511585367444	1
FGGY	1	7.4353472902976	1	1	218.452318134953	1	1	1	1
FHDC1	1	233.75659656628	25.5265088014397	1	1	1	1	1	1
FKBP11	1	23.7661056389817	1	41.3626172641749	780.373717774732	1	1	1	1
FKBP4	2.98859548155719	1	129.208833734217	1	1	1	14.8873966220666	1	1
FKBP9	5.40026815236344	22.3026090806299	23.5928939533336	1	25.6125070052356	41.257378502098	42.6451165526525	759.2631334178	1
FKBP9P1	1	1	1	1	7.08342262315415	1	1	67.6233577713485	1
FLII	1	1	1	345.140623335956	1	1	62.556863105714	1	1
FLJ31306	83.6839125465067	1	15.1086827334324	44.8206494897175	472.972589138158	40.6945032254781	83.5721874610024	1	1
FLJ44635	1.74652821587246	1	1	1	1.93518420721331	1	7.44705554438836	70.4647992903546	1
FLNA	1	1	1	492.224762177637	1	1	1264.26217827959	1	1
FLNB	1.30957868145004	563.66881320399	1	476.270471697858	14.5393263886115	1	1	1	1
FLOT1	31.824171082701	46.9937981067883	1	1	67.8368345406018	1	1	1	299.343526552087
FLOT2	1	24.497751579898	168.109779549909	36.8095495483691	1	1	1	1	1
FLRT3	1	1	1	123.660982085853	1.87579298234742	1	1	1	1
FLYWCH1	1	38.3687610505675	1	1	1	1	232.615643507709	1	1
FMNL3	1	1	1	1	1	1	2.82073783058041	67.6233577713485	1
FNDC3A	30.1875515225993	40.4028416242975	571.182211606263	1	88.5433700502053	27.1649354117453	1	1	393.868868930435
FNDC3B	15.4190176133942	47.2352494805324	232.377210625434	1	1	1	6.57389745601257	270.716644469171	1
FNTA	1.95145786500101	1	1	640.168404891863	11.461094137156	1	1	1	1
FOCAD	2.06668270487119	1	74.6227225214853	1	15.2306879662062	1	1	1	1
FOXK2	1.87579298234742	272.44855916861	1	1	1	1	6.42199946682282	1	1
FOXN2	1	44.5474522989666	1	1	1	31.6716036337106	1	277.355337495245	1
FOXN3	1.85699271291315	1	1	1	1.95145786500101	30.6896663125392	286.724930793012	1	1
FOXP2	88.8641893091881	1	74.6227225214853	1	1	1	1	1	1
FPGT	3.90197267825466	186.199731886558	1	1	1	1	1	1	1
FRA10AC1	189.596122431383	1	32.0753566219517	1	1	140.863932189114	28.6243890792203	1	1
FRG1B	1.72228426633574	1	9.78485483679192	1	6.95052767156611	1	1	88.6594532203119	312.326921559613
FRMD8	1	1	1	36.8095495483691	1	1	1	370.57029378576	1
FRY	1	1	1	378.667591211519	2.02621242813493	1	1	1	1
FSTL1	1	1	1	213.294011653954	1	1	364.671223599576	1	1
FTH1P3	1	1	5.69004314536108	1	1	9.80490011639021	1	1	118.576290375744
FTO	1	657.349947341707	424.242592122924	1	2.06668270487119	31.6716036337106	1	461.235902217583	1
FTSJ2	1	1	1	1	42.0294051844831	140.863932189114	1	1	1
FTSJ3	1	1	1	70.5104354015836	47.4705295648922	1	1	1	561.96416212589
FUCA2	1	1	450.09383377159	1	1	34.0402936522754	1	1	1
FUNDC2	1	62.5870920550956	5.28585176096819	550.464069377794	1.93518420721331	1	1	1	1
FURIN	7.08342262315415	6.57389745601257	27.2198497816919	1	284.784864520717	1	743.165076537837	1	1
FUS	1.92839501179648	1	1	44.8206494897175	1	30.4537143394185	32.6632530436496	1	1031.76403745517
FXR1	7.26888202505288	1	1	1	1	9.80490011639021	1	399.93625636348	1
FXYD2	2.00595458073476	1	1	81.6247355140697	1	241.195591629661	1	1	1
FXYD5	1	1	25.9287408876174	27.7565024923592	1	1	13.3793061056723	1	586.600063821469
FXYD6	767.684411975746	936.342902023951	1	1	1	29.4661429608147	498.801543812261	1	1
FYCO1	1	160.948706894584	1	1	29.9858235187059	1	1	1	1
FYTTD1	3.98971630068269	1	1	1438.32638357335	38.2993648076339	82.7216527704153	15.0325456822097	1	1
FZD5	13.079658025263	1	236.542913764803	1	1	1	28.8283668097774	1	1
G3BP2	140.903141470925	613.736438722315	38.2993648076339	1	45.1369146053964	15.0132027107676	1	374.765166174251	1
G6PC2	1	1	481.479712397484	36.8095495483691	1	4127.14545449088	1	1	1
G6PC3	36.8322271132352	1	1	1	1	1	70.5104354015836	1397.64778969079	1
GAA	42.114050469733	1	1	157.892986832175	186.199731886558	1	1	1	1
GABARAPL1	1	1	1	1	195.303944107719	85.7075097113957	1	1	1
GAD2	388.829353167345	25.4206072867	1	27.7565024923592	1	216.145737247323	1	1	1
GALNT1	2.09215931873355	1	1	1	1	1	175.970150576765	1	1
GALNT3	25.6125070052356	1	1	647.299301616831	295.489421742591	1	1	1	1
GAMT	596.355145116351	37.8019354710343	44.6654485495628	1	392.800505025455	1	1	1	1
GAPVD1	158.708523474531	5.21959094160591	232.377210625434	1	40.9160323040027	1	1	1	1
GARS	586.600063821469	7.4353472902976	1	439.09126903563	2.82073783058041	22.4616768152175	304.326403303291	1	1
GART	1	1	1	1	35.7510471799463	1	1	1	509.127907959277
GAS2	2.04002551295843	1	415.323002526078	1	1	1	1	1	1
GAS2L1	1	1	1	213.294011653954	1	1	10.3319483231059	1	1
GATC	1	1	1	1	3.93714286986203	1	1	313.528900412485	1
GATM	1.98259487912124	1	1	36.8095495483691	2158.53691544628	1	1	1	1
GBAS	491.638235094818	1	37.069290925921	1	146.468544807102	565.510827831922	1	1	1
GC	41.1860531244772	4127.14545449088	2158.53691544628	27.7565024923592	1	1	1	1	118.576290375744
GCAT	1	30.5881646093384	40.8138899488164	1	1.95145786500101	308.177740218455	1	1	1
GCC2	1	1	10.6668303017879	1	1	1	1	1	359.388575299331
GCG	1.80894672454495	88974.2562508222	14.7434572565493	543.77423136412	6.0719303069563	22.5966196061289	31.9304378926981	131.732202334072	490.676333916
GCGR	1.77872219599391	1	1	1	1	82.7216527704153	1	1	1
GCHFR	1.77872219599391	1	1	676.311985662568	5.35801054179812	1	1	1	1
GCNT1	36.8322271132352	12.8440892905643	710.843335203791	1	1	1	1	1	1
GCNT3	1.85699271291315	1	1023.50487289283	27.7565024923592	1	1	1	1	1
GDA	5.40026815236344	1	65.8752198613896	1	1	1	1	1	1
GDAP1	136.509491996496	1	187.911722775659	1	35.7510471799463	1	1	1	1
GDF15	1	1	1	44.8206494897175	1583.46296232372	38.0704927503846	1	248.149306045759	1
GEM	1	1	1	1	1	13.8123399406578	934.448801668751	1	1
GEMIN8	1	1	1	1	134.792059501243	88.7228793776784	1	1	796.347655406391
GFM1	1.89392532697337	1	1	1	3.93714286986203	1	1	1	253.204422423312
GFM2	1	1	40.4028416242975	1	1	357.176504093841	23.5336202962478	1	1
GFPT1	1.6696433958302	1	446.097202763878	1111.53635497931	703.948316030648	1203.63167672775	1	1	351.455838550611
GGA2	1	547.044786463834	29.1951482334194	1	67.6233577713485	29.1951482334194	1	1	1
GGNBP2	28.5536138737438	29.228482324637	101.623358226436	44.8206494897175	1	1	304.326403303291	1	1
GID8	42.6451165526525	416.153041814462	1	1	36.0224445533026	11.8563221762774	41.5627654763966	1	1
GIGYF1	45.1757640949041	1	6.33131190603896	1	1.97624124011683	44.2755636804153	519.739017886653	1	1
GINM1	1	1	122.81223456886	1	7.4902757744844	37.8326923366447	1	1	1
GIT1	1.91144360829687	1	1	1	1	255.7179718483	32.3786523419705	1013.20467731536	1
GIT2	2.14501511403773	1	1	1	117.476602169227	1	1	1	1
GJB1	1	1	1	27.7565024923592	451.633034200019	1	1	1	1
GLB1	85.6179767995873	31.8437892801335	1131.4080391676	27.7565024923592	1.93518420721331	1	24.5659039198256	1	1
GLG1	2.04002551295843	808.767571627051	37.4518299889154	1	333.057377512885	1	649.000033439386	469.525242754482	1
GLIS3	1	1	1	309.44623210013	1	9.80490011639021	1	1	1
GLOD4	32.3786523419705	181.4223863495	41.5627654763966	1	2.10449169536043	1	1	1	320.373389988129
GLRB	247.079802922031	1	13.6722168627836	1	1	1	1	1	1
GLRX	1	1	337.546233794366	1	3.84638052871252	1	1	1	1
GLS	1.74652821587246	23.5336202962478	1	858.456978683118	1.72228426633574	1	3.97263006583609	1	1
GLS2	1	3.98971630068269	1	1	44.1379121526649	1	1	1	1
GLTP	1	1	1	1	28.8283668097774	28.6243890792203	1	354.391696980035	1
GLTSCR2	1	14.341189775675	1	1	280.863080313413	30.1239085702716	328.497353853272	1	454.230660594597
GMDS	1	79.798346560733	1	1	154.849225174533	1	1	1	1
GMFB	32.3786523419705	70.5644315789874	74.6227225214853	1	1	1	1	1	437.283824199809
GMFG	1	1	1	1	1	1	1	576.472723349764	285.672758984703
GMNN	1	1	1	41.3626172641749	278.652246567817	79.8872805690276	1	1	1
GMPS	1	1	1	1	31.1783750884905	1	12.9682633572984	1	564.089455450915
GNA13	1	1	35.6210900137186	1	1	461.235902217583	1	1	1
GNAI1	1	1	72.6489541865783	1	1	1	42.2593635195779	1	1
GNAI3	1.95145786500101	1	23.5928939533336	1	1	586.283748521484	3.84638052871252	1	1
GNB1	1	491.157049027354	1	1	1	1	3.84638052871252	1	756.32904652258
GNB2	1	37.4980973150142	1	1	40.9160323040027	1	374.402231200429	1	1
GNB5	16.3742588306442	425.085989952324	1	1	1	1	1	1	1
GNG10	1	3.84638052871252	5.28585176096819	1	1	1	1	70.4647992903546	1
GNG11	1	1	1	1	1	1	498.801543812261	291.961303761483	1
GNG12	70.5104354015836	1	41.5627654763966	1	14.5393263886115	1	731.821595505428	1	1
GNG2	162.138796742892	38.3687610505675	1	1	1	247.079802922031	1	1	285.672758984703
GNG4	1	1	592.306740438295	1	1	616.222355575779	1	1	1
GNL3	1	11.0989420150932	1	1	254.509042541783	120.938083107152	1	1	1
GNPAT	2.10449169536043	186.199731886558	1	1	40.4428904447207	1	1	1	1
GNPDA1	41.8764750258732	15.7920358074726	44.2033345464001	1	67.6233577713485	1157.20738960512	1	888.187172041187	1
GOLGA3	2.1217325972441	1	11.8733070288323	1	3.0022539234545	37.6315830034011	307.414441156227	1	1
GOLGA4	11.0989420150932	808.767571627051	6.33131190603896	1	47.6227440296484	82.7216527704153	523.053533944631	1	1
GOLGA5	1.27704539932424	1	1	1	269.225215762915	1	1	719.91524932887	1
GOLGA7	67.8368345406018	1	1	1	30.2334060325089	141.77704757039	1	1	1
GOLGB1	1	1	1	351.005703127658	7.4902757744844	227.64426412275	122.741776669483	1	1
GOLM1	1	84.7917966193122	81.4443784449922	1	1	1	1	1	1
GON4L	5.40026815236344	1	1	1	36.9880027186466	1	1	1	451.2468750578
GOPC	70.5104354015836	16.0424282463702	136.509491996496	1	1	1	1	1	1
GORASP2	44.936103003562	1477.13721827258	1	1	615.591388465124	503.609061351807	62.556863105714	1	1
GOSR1	72.6489541865783	155.511296366189	1	1	1	1	1	1	619.87930701241
GOSR2	1.87579298234742	1	1	1	40.1300439501802	149.828011801697	1	969.177381313156	1
GOT2	1	721.102537599953	368.239598001438	1	1	315.612754256581	9.78485483679192	1	1
GPC1	1	84.7917966193122	1	1	1	1	38.25469226351	1	1
GPC5.AS1	209.841145604662	1	450.09383377159	1	1	1	1	1	1
GPN2	1	1	1	41.3626172641749	1	186.592714766636	1	1	1
GPN3	1	1	30.4537143394185	1	1	1	1	1	548.284341467594
GPNMB	1	1	1	1	1	41.830524388837	379.784177846763	1	1
GPR108	1	671.900600141938	10.6668303017879	1	13.3793061056723	166.364171555966	1	1	1
GPR56	1	751.318238354195	318.493403065291	36.8095495483691	450.449369775938	1	1	1	1
GPRASP1	15.721987413114	1	1	1	1	1	216.672740683803	1	1
GPRC5C	14.1775360560325	1	1	1	63.1416970212685	297.043371894438	1	1	1
GPS1	1	23.1764139496499	982.355565462711	27.7565024923592	231.175665531612	1	1	1	1
GPS2	47.6653620253396	1	25.9287408876174	255.786232742297	1	1	1	1	1
GPX1	62.7890337819973	11.461094137156	1	1	2.06668270487119	25.9062950529932	645.594202913839	1	1
GPX2	16.3742588306442	1	1	1	1.87579298234742	135.592857385135	1	1	1
GPX3	1	3838.75703878462	1162.26954922008	36.8095495483691	1	10.3319483231059	1	62.6866997335106	141.698546766794
GRAMD1A	1	1	14.0950267062446	1	1	1	216.672740683803	1	1
GRAMD3	1	1	12.2840867359573	1	1	406.124566563314	83.5721874610024	1	1
GRAMD4	1	1	1	1	2.14501511403773	1	1	1	225.852438445892
GRASP	1	1	26.7728846301167	116.268799900911	1	1	1	1	1
GRB14	12.1900789566587	1	1	1	471.811148509026	9.80490011639021	1	1	1
GRB2	29.3551523846005	1	1	1	1	450.449369775938	129.208833734217	1	1
GRHPR	7.26888202505288	1	1	1	309.44623210013	15.2306879662062	1	1	1
GRINA	62.5266487566175	3.98971630068269	5.28585176096819	1	1	13.6506461229437	2.82073783058041	1	374.765166174251
GRIPAP1	45.1757640949041	5.21959094160591	1	450.805186623613	1	1	1	1	1
GRPEL2	13.4241547771542	406.124566563314	25.9287408876174	1	9.78485483679192	1	1	1	1
GRSF1	472.250301433542	1	1	1	137.298947713901	605.688750665412	1	1	1
GSK3B	1	41.1860531244772	1	1	1	1	70.6180178825896	1	1
GSKIP	26.012635173235	115.285008025524	486.99784002565	1	1	1	1	1	1
GSN	419.42608598874	1	1	81.6247355140697	1	1	981.255592357297	118.576290375744	1
GSTA1	1	1	1	41.3626172641749	1813.73382464708	1	1	1	1
GSTK1	1	1	1	1	36.9880027186466	1	1	1	608.338205309098
GSTM3	11.0989420150932	1	1	1	262.933510143064	241.195591629661	1	1	1
GSTO1	6.87811326886608	26.4407367503284	586.283748521484	1	1	28.8283668097774	1357.18139655966	201.213952126226	1
GTF2A2	29.3551523846005	31.6716036337106	1	1	11.8079914014723	572.617777173466	1	1	1
GTF2B	1	1	1	1	24.497751579898	1	1	1	271.747681620511
GTF2H1	1	1	1	1	44.1379121526649	430.979383577024	1	1	1
GTF2H5	22.5966196061289	24.1691199625152	1	1	45.1369146053964	416.153041814462	1	1	1
GTF2I	1	12.439529572962	1	1	1	1	1	79.9668532742834	1
GTF3A	5.40026815236344	30.0688636561728	1	1	1	804.53040549382	1	1	1
GTF3C3	2.06668270487119	373.506440857975	1	1	1	186.592714766636	1	1	1
GTPBP8	30.8522636982101	1	1	1	1	15.4286870878793	1	1	384.551491336028
GUCY1B3	140.903141470925	1	182.935155866424	27.7565024923592	1	1	1	1	1
GUSB	42.6451165526525	393.54886365992	81.4443784449922	1	13.6722168627836	1	836.7076436756	1	1
GYG2P1	1	1	1	213.294011653954	1	1	1	1	170.390023695197
H2AFX	2.07956092476531	1	1	213.294011653954	1	1	29.7174184135053	1	1
H2AFY	29.1068976045494	1	1	332.366117470633	44.8206494897175	116.268799900911	3.97263006583609	1	1
H6PD	1	1	1	81.6247355140697	1	1	15.3197606236264	115.146056973147	1
HADH	1143.60620244404	1	1	41.3626172641749	526.635907944977	423.428976784697	1	1	1
HADHA	117.295593187143	32.0753566219517	1	1	300.30691464141	1	370.917874359465	1	1
HAGH	1	1	1	470.474118512896	14.8873966220666	1	1	1	1
HAT1	36.5331030854105	1	1	41.3626172641749	1	174.387785237518	1	1	1
HBS1L	1.82950935132403	10.4307312530311	12.9682633572984	1	1	559.825029112346	15.3197606236264	1	1
HCCS	1	1	101.623358226436	1	1	41.5627654763966	594.617276967489	1	1
HCLS1	1	1	1	1	1	1	2.93876896010994	731.821595505428	1
HDAC1	1	1	15.8487172190994	1	1	247.079802922031	1	1	1
HDAC2	291.961303761483	1	1	1	86.4479380786063	620.925090022565	387.760972169277	1	1722.74722754516
HDAC5	286.603182301497	404.583345782876	1	1	1	1	37.6938307077502	1	1
HDAC7	1	1	1	1	1	15.2306879662062	325.779637032569	1	1
HDAC8	299.88689624072	1	1	36.8095495483691	2.11657080860349	1	6.42199946682282	1	1
HDGFRP2	1.72228426633574	1	1	345.140623335956	1	1	1	1	1
HDHD2	1	292.417144869318	12.2840867359573	1	2.14501511403773	337.546233794366	1	1	1
HDHD3	10.035371689736	1	1	27.7565024923592	365.157744170335	1	1	1	1
HEATR5A	81.4443784449922	37.8019354710343	28.3773370424799	743.165076537837	1	1	67.6233577713485	1	1
HECA	2.1217325972441	1	1	116.268799900911	1	1	1	1	364.671223599576
HECTD1	1.72228426633574	15.4667047046232	1	1	30.5396476774434	1	23.0184134905427	264.900964407232	1
HEG1	1	1	1	1	1	1	1	313.528900412485	700.021738873629
HEPACAM2	993.091758592681	603.587712708586	723.310651029	27.7565024923592	1	787.228865873746	1	1	1
HERC1	6.0719303069563	1	1	213.294011653954	24.497751579898	1	1	1	1
HERC4	15.721987413114	1	1	1	1	1	1	128.491879303173	1
HERC6	1	35.3067077945016	292.656399754036	1	1	1	1	1	1
HES1	1	1	1	1	35.7510471799463	1	161.072946601707	129.208833734217	383.024159219184
HEYL	1	1	1	1	23.4590177046215	1	83.5721874610024	1	1
HGD	1	1	30.4537143394185	1	344.836028762107	1	1	1	1
HHEX	1	1	1	455.359811032645	1	1	1	243.523161564511	1
HID1	1	429.583677756572	1	1	29.4994442609647	1	1	1	1
HIF1A	1.82950935132403	1	47.1973350041364	1	2.83460753447487	85.7075097113957	1	483.82884153643	445.032642051478
HIGD1A	1	670.372639463755	1	27.7565024923592	195.303944107719	1	1	237.694542114985	1
HILPDA	1	1	1	1	1	1	322.079647897657	1	197.116435667268
HINT1	78.6642643881336	686.131864883642	1	27.7565024923592	14.8873966220666	190.798213268689	27.9910438424922	1	1
HINT2	14.1775360560325	5.94966791227096	62.7290253619473	1	1	731.821595505428	1	1	1
HINT3	32.0753566219517	1	82.7216527704153	1	2.83460753447487	1	2.74213766962519	1	1
